FID,x,y,adr_pelny,ogolem
426,20.01611906,50.07262806,FRANCISZKA WĘŻYKA 15A,209
427,20.02221695,50.08964644,OSIEDLE JAGIELLOŃSKIE 5,209
428,19.93030954,50.08803396,KROWODERSKICH ZUCHÓW 13,209
429,19.9713241,50.01650377,BIAŁORUSKA 10,209
430,20.002964,50.09506035,OSIEDLE ZŁOTEGO WIEKU 21,209
431,19.98973633,50.04957858,KOSZYKARSKA 31,209
432,19.99452549,50.04264181,PRZEWÓZ 32B,209
433,20.05697744,50.01935982,HENRYKA I KAROLA CZECZÓW 28,209
434,19.91734962,50.07789322,ALEJA KIJOWSKA 31,208
435,19.92835547,50.02797203,BORSUCZA 7,208
436,19.92867373,50.02981504,BORSUCZA 1,208
437,19.99238795,50.09296394,OSIEDLE OŚWIECENIA 42,208
438,20.02061933,50.01142135,HELENY 20,208
439,20.0144016,50.1021794,OSIEDLE PIASTÓW 58,208
440,19.96290783,50.06743608,KIELECKA 9,208
441,20.0025204,50.09087845,OSIEDLE TYSIĄCLECIA 18,208
442,20.01918572,50.09654807,OSIEDLE MISTRZEJOWICE 13,208
443,19.91298576,50.02809169,STEFANA GROTA-ROWECKIEGO 39,208
444,20.01259231,50.08759607,OSIEDLE JÓZEFA STRUSIA 4,208
445,20.02434357,50.09369267,GEN. LEOPOLDA OKULICKIEGO 57,208
446,20.05204825,50.07470442,OSIEDLE STALOWE 16,207
447,19.94543717,50.09047635,GABRIELA NARUTOWICZA 20,207
448,20.02267487,50.01181601,HELENY 22,207
449,19.986191,50.0168666,OKÓLNA 28,207
450,19.97950127,50.08902473,DOBREGO PASTERZA 122B,207
451,19.99249263,50.09230895,OSIEDLE OŚWIECENIA 36,206
452,20.03900392,50.073394,OSIEDLE CENTRUM B 11,206
453,19.91039165,50.08839392,LUDOMIRA RÓŻYCKIEGO 6,206
454,19.96133835,50.00812008,MARII I BOLESŁAWA WYSŁOUCHÓW 55,206
455,19.94505475,50.00949542,FRANCISZKA BUJAKA 4,206
456,20.00997046,50.10414837,OSIEDLE BOHATERÓW WRZEŚNIA 84,206
457,19.99598083,50.09250924,OSIEDLE TYSIĄCLECIA 63,205
458,20.0084635,50.0776358,OSIEDLE 2 PUŁKU LOTNICZEGO 7,205
459,20.01640476,50.08773993,OSIEDLE NA LOTNISKU 16,205
460,20.02856983,50.07904801,OSIEDLE TEATRALNE 3,205
461,20.0418022,50.07208068,OSIEDLE CENTRUM A 6,205
462,19.92839114,50.02930484,BORSUCZA 3,205
463,19.95104025,50.09324318,SIEWNA 21,205
464,19.99906667,50.09710016,OSIEDLE ZŁOTEGO WIEKU 5,205
465,20.01646508,50.08604222,OSIEDLE NA LOTNISKU 7,204
466,19.91788152,50.08334014,PIOTRA STACHIEWICZA 19,204
467,19.94972496,50.0176844,JANA SAS-ZUBRZYCKIEGO 5,204
468,20.00002266,50.04309193,LIPSKA 57,204
469,20.01195837,50.09760912,OSIEDLE BOHATERÓW WRZEŚNIA 24,204
470,19.9826786,50.01624805,OKÓLNA 5,204
471,19.99831696,50.09287239,OSIEDLE TYSIĄCLECIA 59,203
472,20.02455046,50.08877791,OSIEDLE JAGIELLOŃSKIE 27,203
473,20.02062274,50.08572087,OSIEDLE KAZIMIERZOWSKIE 33,203
474,20.04335831,50.07350216,OSIEDLE HUTNICZE 1,203
475,19.92737109,50.07620249,WÓJTOWSKA 9,203
476,19.88488204,50.08175089,BALICKA 14B,203
477,19.92487441,50.09364701,HENRYKA PACHOŃSKIEGO 6A,203
478,19.9607486,50.05034683,ZABŁOCIE 21,203
479,20.04480139,50.07388149,OSIEDLE HUTNICZE 2,202
480,19.96324925,50.0055568,JAKUBA BOJKI 8,202
481,19.97166877,50.02125913,MACEDOŃSKA 6,202
482,20.02050837,50.01650407,DUŻA GÓRA 37,202
483,19.97343691,50.09529762,STRZELCÓW 19,202
484,19.98514354,50.01654818,OKÓLNA 11,202
485,19.98451384,50.01654416,OKÓLNA 9,202
486,20.02184601,50.08886651,OSIEDLE JAGIELLOŃSKIE 3,201
487,20.02624196,50.088056,OSIEDLE JAGIELLOŃSKIE 30,201
488,19.91997819,50.07759737,MAZOWIECKA 117,201
489,19.95684527,50.02207468,EDWARDA HEILA 16,201
490,19.91681142,50.08787549,TADEUSZA MAKOWSKIEGO 8,201
491,19.96752355,50.01568489,BIAŁORUSKA 17,201
492,19.95345389,50.08143592,WILEŃSKA 9,201
493,20.01053193,50.08785879,OSIEDLE JÓZEFA STRUSIA 9,201
494,19.9976383,50.09256469,OSIEDLE TYSIĄCLECIA 60,200
495,19.94991979,50.01516051,BESKIDZKA 41,200
496,19.96450135,50.00885775,KORDIANA 33,200
497,20.00517825,50.07952106,OSIEDLE AVIA 7,200
498,20.0498898,50.02202107,AGATOWA 18,199
499,20.01689255,50.09580498,OSIEDLE PIASTÓW 12B,199
500,19.96073463,50.09866985,KUŹNICY KOŁŁĄTAJOWSKIEJ 4,199
501,19.91119538,50.08849775,LUDOMIRA RÓŻYCKIEGO 4,198
502,19.96988576,50.02036247,CZARNOGÓRSKA 7,198
503,20.02087294,50.00835947,MAŁA GÓRA 20,198
504,19.97019515,50.08271021,MŁYŃSKA 7,198
505,20.05663427,50.09562392,OSIEDLE NA STOKU 13,198
506,20.01022693,50.08751686,OSIEDLE JÓZEFA STRUSIA 10,198
507,19.9352971,50.09372296,PIOTRA KLUZEKA 5,198
508,20.03758141,50.07401627,OSIEDLE CENTRUM C 2,197
509,19.93101649,50.08747997,KROWODERSKICH ZUCHÓW 11,197
510,20.00019042,50.04362643,LIPSKA 59,197
511,19.9841039,50.0180357,NA KOZŁÓWCE 14,197
512,20.01128599,50.09924623,OSIEDLE BOHATERÓW WRZEŚNIA 38,197
513,20.00979013,50.09354292,OSIEDLE KOMBATANTÓW 9,197
514,19.94981023,50.00930645,FRANCISZKA BUJAKA 16A,197
515,19.96080034,50.05604179,GRZEGÓRZECKA 67C,197
516,19.99627354,50.09198789,OSIEDLE TYSIĄCLECIA 62,196
517,19.91736473,50.08415636,PIOTRA STACHIEWICZA 25,196
518,20.01738812,50.09694503,OSIEDLE PIASTÓW 13,196
519,19.9436907,50.08662193,MIKOŁAJA REJA 11,196
520,19.88657029,50.08511129,WIZJONERÓW 7,196
521,19.92920225,50.02640686,ODRZAŃSKA 2,195
522,19.95209963,50.0084044,MARII I BOLESŁAWA WYSŁOUCHÓW 15,195
523,20.02169649,50.09920688,OSIEDLE PIASTÓW 26,195
524,20.01202762,50.09796994,OSIEDLE BOHATERÓW WRZEŚNIA 25,195
525,19.97284676,50.09422055,STRZELCÓW 15A,195
526,20.01408343,50.0094775,PODŁĘSKA 9,195
527,20.03678393,50.07404215,OSIEDLE CENTRUM C 10,195
528,20.02691899,50.01547344,MAŁA GÓRA 8B,195
529,20.0241235,50.08442634,OSIEDLE KAZIMIERZOWSKIE 8,194
530,19.91729707,50.08319837,PIOTRA STACHIEWICZA 17,194
531,19.9510714,50.01652837,BESKIDZKA 28,194
532,20.01041417,50.0053466,ALBERTA SCHWEITZERA 9,194
533,20.01118213,50.09962271,OSIEDLE BOHATERÓW WRZEŚNIA 37,194
534,19.92635488,50.04207872,SŁOMIANA 22,194
535,19.96102543,50.05514868,GRZEGÓRZECKA 67D,194
536,20.0127534,50.10500005,OSIEDLE PIASTÓW 67,194
537,19.9286771,50.02529714,ODRZAŃSKA 8,193
538,19.95632121,50.0058652,STANISŁAWA STOJAŁOWSKIEGO 37,193
539,20.02057735,50.01268178,HELENY 8,193
540,19.97603431,50.090209,MARIANA SŁONECKIEGO 4,193
541,19.95720188,50.09973371,ADAMA MARCZYŃSKIEGO 7,193
542,19.99202171,50.09048885,OSIEDLE OŚWIECENIA 29,192
543,19.92838966,50.0260624,ODRZAŃSKA 4,192
544,19.93082812,50.08690173,KROWODERSKICH ZUCHÓW 9,192
545,19.95702207,50.00547728,STANISŁAWA STOJAŁOWSKIEGO 39,192
546,20.00733789,50.01612296,LEONIDA TELIGI 22,192
547,20.00106977,50.09054328,OSIEDLE TYSIĄCLECIA 8,192
548,19.98383746,50.01652812,OKÓLNA 7,192
549,19.96882664,50.09455451,POWSTAŃCÓW 34,192
550,19.91982107,50.02724721,ZYGMUNTA MIŁKOWSKIEGO 5,192
551,19.99431802,50.09310855,OSIEDLE OŚWIECENIA 39,191
552,20.02511622,50.08859349,OSIEDLE JAGIELLOŃSKIE 28,191
553,20.02082449,50.08606397,OSIEDLE KAZIMIERZOWSKIE 32,191
554,19.93193653,50.04318874,KOMANDOSÓW 19,191
555,19.9099055,50.02548367,KOBIERZYŃSKA 99,191
556,20.01015663,50.00596338,LUDWIKA RYDYGIERA 17,191
557,20.00576376,50.096515,OSIEDLE ZŁOTEGO WIEKU 32,191
558,20.01130783,50.09323489,OSIEDLE KOMBATANTÓW 6,191
559,20.01410751,50.01851247,TELIMENY 17,190
560,19.97269549,50.09659012,STRZELCÓW 23,190
561,20.05648406,50.0952817,OSIEDLE NA STOKU 14,190
562,19.96168101,50.05623094,GRZEGÓRZECKA 67H,190
563,19.90634249,50.08598933,KAZIMIERZA PUŻAKA 8,189
564,19.91606017,50.08684629,PIOTRA STACHIEWICZA 40A,189
565,19.92461572,50.09274881,NAD SUDOŁEM 12,189
566,20.04773727,50.02133488,TOPAZOWA 7,189
567,19.99960712,50.09609272,OSIEDLE ZŁOTEGO WIEKU 7,189
568,19.99968195,50.08994302,OSIEDLE TYSIĄCLECIA 6,189
569,19.9997739,50.08956606,OSIEDLE TYSIĄCLECIA 5,189
570,20.0110026,50.10036241,OSIEDLE BOHATERÓW WRZEŚNIA 35,189
571,19.97124797,50.09646654,POWSTAŃCÓW 44,189
572,20.015114,50.09985259,OSIEDLE PIASTÓW 44,189
573,19.93248299,50.09440084,HENRYKA PACHOŃSKIEGO 14A,189
574,20.00419667,50.0809258,OSIEDLE AVIA 1,189
575,19.9497276,50.08349755,ALEJA 29 LISTOPADA 48C<,189
576,19.99900811,50.08442034,STANISŁAWA SKARŻYŃSKIEGO 8,188
577,20.02433989,50.08020875,OSIEDLE NIEPODLEGŁOŚCI 9,188
578,19.911173,50.0269394,STEFANA GROTA-ROWECKIEGO 47,188
579,19.90946046,50.02757664,STEFANA GROTA-ROWECKIEGO 45,188
580,19.91717456,50.0844309,PIOTRA STACHIEWICZA 29,188
581,19.94116204,50.08694428,KS. KAZIMIERZA SIEMASZKI 33,188
582,20.01127297,50.01367499,ERAZMA JERZMANOWSKIEGO 30,188
583,19.99967818,50.09035641,OSIEDLE TYSIĄCLECIA 10,188
584,19.97226853,50.09281764,STRZELCÓW 9A,188
585,19.98470254,50.01804957,NA KOZŁÓWCE 16,188
586,19.90290364,50.01935666,SZUWAROWA 5,188
587,20.00181714,50.08129507,BOLESŁAWA ORLIŃSKIEGO 3,188
588,20.00914652,50.07806053,OSIEDLE 2 PUŁKU LOTNICZEGO 6,187
589,20.02233606,50.09002561,OSIEDLE JAGIELLOŃSKIE 6,187
590,20.03496888,50.07282359,OSIEDLE CENTRUM D 9,187
591,20.03051997,50.07887881,OSIEDLE TEATRALNE 2,187
592,19.95196453,50.01504737,GOŁAŚKA 3,187
593,20.00228293,50.09011489,OSIEDLE TYSIĄCLECIA 21,187
594,19.96949817,50.09425097,POWSTAŃCÓW 34A,187
595,19.95821679,50.00791537,MARII I BOLESŁAWA WYSŁOUCHÓW 22,187
596,20.02244649,50.01715496,BARBARY 10A,187
597,19.99537595,50.04102049,PRZEWÓZ 36B,187
598,19.99265746,50.01822942,GÓRNIKÓW 50,187
599,19.93997972,50.04266205,PRZEDWIOŚNIE 2B,187
600,19.88426784,50.07853793,NA BŁONIE 13A,186
601,19.90409057,50.08380051,ELIASZA RADZIKOWSKIEGO 72,186
602,19.91418146,50.08816643,TADEUSZA MAKOWSKIEGO 18,186
603,19.91352802,50.08814305,TADEUSZA MAKOWSKIEGO 20,186
604,19.91090177,50.02460222,KOBIERZYŃSKA 103,186
605,19.91622718,50.08313963,PIOTRA STACHIEWICZA 13,186
606,19.94597186,50.09588932,JÓZEFA MACKIEWICZA 22,186
607,19.99217552,50.08959168,OSIEDLE OŚWIECENIA 27,185
608,19.92023366,50.03050522,KOBIERZYŃSKA 58,185
609,19.92769115,50.08952256,KROWODERSKICH ZUCHÓW 20,185
610,19.93766047,50.08392111,PRĄDNICKA 58,185
611,19.96530531,50.00704619,JAKUBA BOJKI 5,185
612,19.98892707,50.09344754,OSIEDLE OŚWIECENIA 46A,185
613,20.00845267,50.09527408,OSIEDLE BOHATERÓW WRZEŚNIA 3,185
614,19.97659703,50.08977189,DOBREGO PASTERZA 127,185
615,19.97241332,50.08241757,MŁYŃSKA 6,185
616,19.97327393,50.08244362,MŁYŃSKA 4,185
617,20.00254873,50.09573526,OSIEDLE ZŁOTEGO WIEKU 17,185
618,20.01607316,50.09976231,OSIEDLE PIASTÓW 43,185
619,19.92956337,50.07830049,WŁADYSŁAWA ŁOKIETKA 19,185
620,19.95077757,50.00900036,MARII I BOLESŁAWA WYSŁOUCHÓW 11,185
621,19.93543095,50.0944458,STANISŁAWA PIGONIA 4,185
622,19.97494025,50.01103925,ADAMA BOCHENKA 10,185
623,20.04059487,50.0727544,OSIEDLE CENTRUM A 2,184
624,19.99343278,50.09336268,OSIEDLE OŚWIECENIA 41,184
625,20.01142847,50.01519859,ERAZMA JERZMANOWSKIEGO 18,184
626,20.01407312,50.09686347,OSIEDLE PIASTÓW 4,184
627,19.96461466,50.09110165,JAKUBA MAJORA 7,184
628,19.96083646,50.09814032,KUŹNICY KOŁŁĄTAJOWSKIEJ 2,184
629,20.01354484,50.07272569,FRANCISZKA WĘŻYKA 8A,183
630,19.92173239,50.0406281,CEGLARSKA 14,183
631,20.01704268,50.08593791,OSIEDLE NA LOTNISKU 6,182
632,20.03205529,50.07636929,OSIEDLE ZGODY 3,182
633,20.0335793,50.07584489,OSIEDLE ZGODY 4,182
634,19.95867979,50.0212823,EDWARDA HEILA 9,182
635,20.02929655,50.07003884,BP. FILIPA PADNIEWSKIEGO 4,182
636,20.01144618,50.01556195,LEONIDA TELIGI 32,182
637,20.04780553,50.0215248,TOPAZOWA 8,182
638,19.97439662,50.07957124,JANUSZA MEISSNERA 4,182
639,20.01958879,50.10019308,OSIEDLE PIASTÓW 32,182
640,19.97217966,50.09709537,POWSTAŃCÓW 46,182
641,19.97582436,50.05776424,BAJECZNA 1,182
642,19.97555442,50.05704614,BAJECZNA 2B,182
643,19.98495493,50.06821365,DĄBSKA 20B,182
644,20.02364008,50.06541011,BP. PIOTRA TOMICKIEGO 26,182
645,19.92965583,50.08841231,KROWODERSKICH ZUCHÓW 15,181
646,20.02256857,50.01148607,HELENY 24,181
647,19.90498913,50.01948346,SZUWAROWA 4,181
648,19.96786729,50.0943483,POWSTAŃCÓW 32,181
649,19.89483026,50.01662237,PROF. WŁADYSŁAWA KONOPCZYŃSKIEGO 7A,181
650,19.90549402,50.07052942,PIASTOWSKA 47,180
651,19.96082734,50.01415795,GROMADY GRUDZIĄŻ 21,180
652,20.01116101,50.01489474,ERAZMA JERZMANOWSKIEGO 20,180
653,19.96655524,50.06088343,PŁK. FRANCESCO NULLO 13,180
654,20.00268258,50.09538607,OSIEDLE ZŁOTEGO WIEKU 18,180
655,19.95683607,50.08324296,CELAROWSKA 20,180
656,20.01461829,50.1008331,OSIEDLE PIASTÓW 50,180
657,19.92352709,50.04047252,KAPELANKA 10,180
658,19.95791536,50.09269401,BOCIANA 4A,180
659,19.99712572,50.04139275,PRZEWÓZ 40B,180
660,19.97820251,50.01360281,ADAMA BOCHENKA 25B,180
661,19.99694434,50.09343602,OSIEDLE TYSIĄCLECIA 65,179
662,20.00622002,50.07512387,OSIEDLE 2 PUŁKU LOTNICZEGO 44,179
663,19.99859873,50.09682083,OSIEDLE ZŁOTEGO WIEKU 6,179
664,20.00497468,50.0978351,OSIEDLE ZŁOTEGO WIEKU 35,179
665,19.9574169,50.0833388,CELAROWSKA 18,179
666,19.92585263,50.04160226,SŁOMIANA 24,179
667,19.92208989,50.0400442,CEGLARSKA 16,179
668,20.0250847,50.09351118,GEN. LEOPOLDA OKULICKIEGO 59,179
669,20.04963001,50.07573829,OSIEDLE SZKOLNE 36,178
670,20.03976383,50.07674835,OSIEDLE SŁONECZNE 1,178
671,19.91076104,50.08808858,LUDOMIRA RÓŻYCKIEGO 7,178
672,19.93939858,50.03952763,IGNACEGO KRASICKIEGO 21,178
673,19.9243308,50.09237425,NAD SUDOŁEM 10,178
674,19.9557262,50.0083109,MARII I BOLESŁAWA WYSŁOUCHÓW 29,178
675,19.95168297,50.01685402,BESKIDZKA 24,178
676,19.95796023,50.01070786,WINCENTEGO WITOSA 19,178
677,19.97316979,50.02032177,SERBSKA 3,178
678,19.96917219,50.03211441,WIELICKA 83,178
679,20.02000787,50.0631712,SOŁTYSOWSKA 12I,178
680,19.96376877,50.10116229,ALEJA 29 LISTOPADA 193,178
681,20.01934571,50.08155608,OSIEDLE ALBERTYŃSKIE 24,177
682,19.907664,50.08738988,GNIEŹNIEŃSKA 22,177
683,20.00822418,50.00574785,LUDWIKA RYDYGIERA 19,177
684,19.97885928,50.0727071,ŚLICZNA 12A,177
685,19.98000448,50.05784489,WIDOK 16,177
686,19.97789833,50.07953893,MIECZYSŁAWA PSZONA 20,177
687,19.9590101,50.09981935,ADAMA MARCZYŃSKIEGO 2,177
688,19.92212571,50.03762568,ŚW. JACKA 22,177
689,20.01874818,50.06342873,SOŁTYSOWSKA 12H,177
690,19.90835105,50.02644291,STEFANA GROTA-ROWECKIEGO 51B,177
691,19.93193192,50.08519071,KLUCZBORSKA 50,177
692,19.99744991,50.09962463,OSIEDLE ZŁOTEGO WIEKU 61,176
693,20.00948927,50.07757378,OSIEDLE 2 PUŁKU LOTNICZEGO 8,176
694,20.01938952,50.08954985,OSIEDLE WYSOKIE 12,176
695,19.96055276,50.00694089,MARII I BOLESŁAWA WYSŁOUCHÓW 36,176
696,20.00024494,50.04418387,LIPSKA 61,176
697,20.00397782,50.0929681,OSIEDLE TYSIĄCLECIA 35,176
698,20.01440231,50.09538672,OSIEDLE PIASTÓW 1,176
699,20.01400564,50.09722633,OSIEDLE PIASTÓW 5,176
700,20.02212743,50.0970701,OSIEDLE MISTRZEJOWICE 5,176
701,19.99665791,50.0158381,JANA KOZIETULSKIEGO 5,176
702,19.98053883,50.05822288,WIDOK 14,176
703,19.91059479,50.08435545,STANISŁAWA LENTZA 2,176
704,20.02186982,50.07694847,BIEŃCZYCKA 15B,176
705,19.99759333,50.09827604,OSIEDLE ZŁOTEGO WIEKU 53,175
706,19.99647724,50.09303974,OSIEDLE TYSIĄCLECIA 64,175
707,20.00734125,50.07785823,OSIEDLE 2 PUŁKU LOTNICZEGO 18,175
708,20.01576249,50.09097987,OSIEDLE KALINOWE 9,175
709,19.90721985,50.02586778,STEFANA GROTA-ROWECKIEGO 53,175
710,19.96250783,50.00724085,MARII I BOLESŁAWA WYSŁOUCHÓW 46,175
711,20.02014736,50.09893425,OSIEDLE PIASTÓW 27,175
712,20.01381542,50.09581106,OSIEDLE PIASTÓW 2,175
713,19.92265494,50.04162573,KAPELANKA 6,175
714,19.98767091,50.0905408,FRANCISZKA BOHOMOLCA 11,175
715,19.99793816,50.09906193,OSIEDLE ZŁOTEGO WIEKU 64,174
716,20.01535455,50.0898107,OSIEDLE KALINOWE 3,174
717,20.06194116,50.09383155,OSIEDLE NA WZGÓRZACH 41,174
718,19.91156845,50.08820755,LUDOMIRA RÓŻYCKIEGO 5,174
719,19.91778786,50.0843187,PIOTRA STACHIEWICZA 31,174
720,19.95985035,50.08385044,GDAŃSKA 40,174
721,19.9803464,50.06068018,WIDOK 2,174
722,19.97309801,50.09591705,STRZELCÓW 21,174
723,19.95851939,50.09983841,ADAMA MARCZYŃSKIEGO 4,174
724,19.96372539,50.10069452,ALEJA 29 LISTOPADA 191,174
725,19.88583674,50.08531431,WIZJONERÓW 4,174
726,19.99154024,50.08858523,OSIEDLE OŚWIECENIA 23,173
727,20.04752554,50.07517235,OSIEDLE SZKOLNE 1,173
728,19.94092139,50.03950771,ŚLISKA 14,173
729,19.95656323,50.00778646,MARII I BOLESŁAWA WYSŁOUCHÓW 20,173
730,19.96567056,50.01779022,ESTOŃSKA 12,173
731,19.96896631,50.05889645,STEFANA BOBROWSKIEGO 17,173
732,19.96869798,50.08653023,PROMIENISTYCH 5,173
733,19.9780439,50.01856949,NOWOSĄDECKA 21,173
734,20.00603073,50.00485584,ALBERTA SCHWEITZERA 21,173
735,20.01541467,50.10095049,OSIEDLE PIASTÓW 49,173
736,19.92755916,50.06071359,GARNCARSKA 24,173
737,19.94116658,50.08834215,ZDROWA 13,173
738,19.90498016,50.02533662,ZACHODNIA 25,173
739,19.92742202,50.07586329,WÓJTOWSKA 7,172
740,19.91758671,50.03130924,STEFANA GROTA-ROWECKIEGO 15,172
741,19.93049676,50.03017914,JANA BROŻKA 24,172
742,19.91679077,50.08326177,PIOTRA STACHIEWICZA 15,172
743,19.94625258,50.09057902,GABRIELA NARUTOWICZA 22,172
744,19.98187478,50.04440823,STRÓŻA RYBNA 14,172
745,20.04950271,50.02140384,TOPAZOWA 3,172
746,19.96534445,50.05718523,GRZEGÓRZECKA 77,172
747,19.9654387,50.06257222,SĄDOWA 1,172
748,19.97392485,50.09320302,STRZELCÓW 11,172
749,19.96111552,50.00780717,MARII I BOLESŁAWA WYSŁOUCHÓW 38,172
750,19.92369036,50.04720482,SZWEDZKA 23,172
751,20.0560804,50.0189164,HENRYKA I KAROLA CZECZÓW 26,172
752,19.99589569,50.09949669,OSIEDLE ZŁOTEGO WIEKU 58,171
753,20.04140387,50.07355465,OSIEDLE CENTRUM B 9,171
754,20.06151348,50.09352752,OSIEDLE NA WZGÓRZACH 42,171
755,19.9148577,50.08852437,WIELKOTYRNOWSKA 39,171
756,19.90689277,50.02473031,ZACHODNIA 10,171
757,19.93739672,50.08526097,PRĄDNICKA 68A,171
758,20.01989343,50.09926238,OSIEDLE PIASTÓW 29,171
759,20.03944978,50.0696536,OSIEDLE CENTRUM E 10,171
760,19.98367954,50.06985367,CZYŻYŃSKA 21,171
761,19.95683443,50.05497708,MASARSKA 9,171
762,20.00108863,50.01602123,REPUBLIKI KORCZAKOWSKIEJ 17,171
763,20.01819698,50.06340817,SOŁTYSOWSKA 12E,171
764,20.04267511,50.07237213,OSIEDLE CENTRUM A 5,170
765,19.94314029,50.06868188,WARSZAWSKA 8,170
766,20.01050541,50.09290017,OSIEDLE KOMBATANTÓW 5,170
767,19.9736668,50.09465288,STRZELCÓW 17,170
768,19.95748312,50.00746879,MARII I BOLESŁAWA WYSŁOUCHÓW 24,170
769,19.95793698,50.09986066,ADAMA MARCZYŃSKIEGO 6,170
770,19.96641964,50.06172742,PŁK. FRANCESCO NULLO 17,170
771,19.99192189,50.09399143,OSIEDLE OŚWIECENIA 51,170
772,19.94307301,50.024927,ALEKSANDRA FREDRY 4E,170
773,19.96075659,50.02341023,WALEREGO SŁAWKA 15,170
774,20.02092944,50.08641627,OSIEDLE KAZIMIERZOWSKIE 31,169
775,19.96216279,50.00669217,MARII I BOLESŁAWA WYSŁOUCHÓW 44,169
776,19.96192903,50.00767634,MARII I BOLESŁAWA WYSŁOUCHÓW 42,169
777,19.93049112,50.04453929,KOMANDOSÓW 7,169
778,20.02389953,50.09363301,GEN. LEOPOLDA OKULICKIEGO 55,169
779,19.98602097,50.0903094,FRANCISZKA BOHOMOLCA 7,169
780,19.99462068,50.08858854,OSIEDLE OŚWIECENIA 21,168
781,20.02038557,50.08914929,OSIEDLE WYSOKIE 2,168
782,20.01974027,50.08891542,OSIEDLE WYSOKIE 4,168
783,20.02959813,50.08273873,OSIEDLE PRZY ARCE 14,168
784,19.91577741,50.08578018,JÓZEFA CHEŁMOŃSKIEGO 4,168
785,19.96334611,50.0059895,JAKUBA BOJKI 6,168
786,19.96064988,50.01479209,GROMADY GRUDZIĄŻ 19,168
787,19.95343746,50.01744395,SANOCKA 6,168
788,19.94008075,50.04072414,IGNACEGO KRASICKIEGO 19,168
789,20.0199548,50.01743798,DUŻA GÓRA 41,168
790,20.00072878,50.08996244,OSIEDLE TYSIĄCLECIA 7,168
791,20.01042936,50.09774127,OSIEDLE BOHATERÓW WRZEŚNIA 16,168
792,20.02098572,50.1017949,OSIEDLE PIASTÓW 37A,168
793,19.97285741,50.09500821,STRZELCÓW 17A,168
794,19.96418098,50.09188677,JAKUBA MAJORA 9,168
795,19.92323152,50.04096567,KAPELANKA 8,168
796,20.01070536,50.07800199,OSIEDLE 2 PUŁKU LOTNICZEGO 5,167
797,20.0101526,50.08175007,OSIEDLE DYWIZJONU 303 50,167
798,19.92496932,50.08632892,WŁADYSŁAWA ŁOKIETKA 57B,167
799,19.96411569,50.00698708,JAKUBA BOJKI 3,167
800,19.9510933,50.00662967,STANISŁAWA STOJAŁOWSKIEGO 17,167
801,19.98624312,50.01933446,WLOTOWA 2,167
802,20.01116504,50.10000487,OSIEDLE BOHATERÓW WRZEŚNIA 36,167
803,19.89344234,50.07998365,GABRIELI ZAPOLSKIEJ 42,167
804,19.93057806,50.04329359,KOMANDOSÓW 10,167
805,19.92541132,50.04377528,SŁOMIANA 4,167
806,19.98161321,50.08482051,ERNESTA CIEŚLEWSKIEGO 7,167
807,19.98476396,50.0839722,ERNESTA CIEŚLEWSKIEGO 17,167
808,19.99296178,50.09472106,OSIEDLE OŚWIECENIA 55,167
809,19.8972772,50.01787203,CHMIELENIEC 12,167
810,19.98448352,50.06750384,DĄBSKA 20A,167
811,20.02696078,50.01591981,MAŁA GÓRA 8C,167
812,20.01923317,50.08737998,OSIEDLE NA LOTNISKU 1,167
813,20.02957262,50.08706386,FATIMSKA 20,166
814,20.01581315,50.09180647,OSIEDLE KALINOWE 10,166
815,19.95799162,50.00706708,MARII I BOLESŁAWA WYSŁOUCHÓW 26,166
816,19.95233218,50.01632963,BESKIDZKA 26,166
817,19.95374048,50.0170772,SANOCKA 11,166
818,19.90345712,50.01991963,SZUWAROWA 6,166
819,19.96544579,50.05844014,STEFANA BOBROWSKIEGO 2,166
820,19.9693222,50.08323082,MACIEJA MIECHOWITY 10,166
821,19.99377543,50.03840673,ŁANOWA 43,166
822,20.00784154,50.10208604,OSIEDLE BOHATERÓW WRZEŚNIA 64,165
823,20.02065728,50.08976587,OSIEDLE WYSOKIE 1,165
824,20.01998595,50.09001722,OSIEDLE WYSOKIE 13,165
825,20.02674838,50.08726122,OSIEDLE JAGIELLOŃSKIE 21,165
826,20.06239473,50.09412644,OSIEDLE NA WZGÓRZACH 40,165
827,19.89433132,50.08058569,BRONOWICKA 77,165
828,20.01549525,50.09548069,OSIEDLE PIASTÓW 12,165
829,19.97691969,50.06024278,ALEJA POKOJU 22,165
830,20.01438772,50.07289133,FRANCISZKA WĘŻYKA 11,165
831,19.88891088,50.07900871,ARMII KRAJOWEJ 87,165
832,20.02387694,50.09290228,GEN. LEOPOLDA OKULICKIEGO 51B,165
833,20.04130698,50.0709426,OSIEDLE CENTRUM A 10,164
834,19.96812772,50.01624603,TRYBUNY LUDÓW 48,164
835,19.95594728,50.0094762,MARII I BOLESŁAWA WYSŁOUCHÓW 35,164
836,19.95883773,50.00712044,MARII I BOLESŁAWA WYSŁOUCHÓW 30,164
837,19.94642308,50.09513296,JÓZEFA MACKIEWICZA 21,164
838,20.01161451,50.01439805,ERAZMA JERZMANOWSKIEGO 26,164
839,20.00932607,50.09676728,OSIEDLE BOHATERÓW WRZEŚNIA 8,164
840,20.01215495,50.09388254,OSIEDLE KOMBATANTÓW 7,164
841,19.97753908,50.06040521,ALEJA POKOJU 24,164
842,19.94331482,50.09532653,HENRYKA PACHOŃSKIEGO 32B,164
